loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
15425, 60 months,19.99,408.59,E,E4,10+ years,MORTGAGE,70000.0,Source Verified,Nov-2015,Charged Off,debt_consolidation,37.93,Jan-2003,16.0,0.0,28011,56.6,31.0,w,Individual,2.0,0.0
30000, 60 months,12.29,671.74,C,C1,10+ years,MORTGAGE,132000.0,Verified,Jul-2015,Fully Paid,debt_consolidation,22.26,Nov-1993,9.0,1.0,24430,81.7,35.0,f,Individual,1.0,0.0
4800, 36 months,13.44,162.76,C,C3,10+ years,RENT,20000.0,Verified,Jan-2016,Charged Off,debt_consolidation,39.08,Feb-1995,9.0,0.0,6723,53.8,16.0,f,Individual,0.0,0.0
35000, 36 months,7.26,1084.87,A,A4,2 years,MORTGAGE,180000.0,Verified,Jul-2015,Fully Paid,debt_consolidation,16.77,Jun-1990,19.0,0.0,67524,69.6,45.0,w,Individual,4.0,0.0
5675, 36 months,17.14,202.73,D,D4,8 years,MORTGAGE,43000.0,Source Verified,Jan-2015,Fully Paid,home_improvement,13.93,May-2006,5.0,0.0,8179,91.9,8.0,f,Individual,2.0,0.0
16000, 36 months,17.09,571.17,D,D1,1 year,RENT,100000.0,Verified,Feb-2018,Fully Paid,credit_card,19.02,Apr-2012,10.0,0.0,11391,30.6,11.0,w,Individual,0.0,0.0
11000, 36 months,5.32,331.27,A,A1,1 year,MORTGAGE,55000.0,Source Verified,May-2015,Fully Paid,credit_card,7.94,Sep-2003,12.0,0.0,8334,34.7,24.0,w,Individual,2.0,0.0
25000, 60 months,16.99,621.18,D,D1,10+ years,MORTGAGE,110000.0,Not Verified,Jul-2016,Fully Paid,debt_consolidation,11.78,Jul-1999,7.0,0.0,24665,84.8,25.0,w,Individual,6.0,0.0
16000, 60 months,16.99,397.56,D,D1,6 years,MORTGAGE,52000.0,Source Verified,Dec-2013,Charged Off,debt_consolidation,20.08,Jul-1993,14.0,2.0,5126,44.2,24.0,f,Individual,3.0,0.0
11500, 36 months,14.46,395.62,C,C4,< 1 year,RENT,51000.0,Source Verified,Feb-2016,Fully Paid,debt_consolidation,6.99,Dec-2005,6.0,0.0,11199,75.7,8.0,w,Individual,0.0,0.0
28000, 36 months,13.44,949.38,C,C3,10+ years,MORTGAGE,90000.0,Source Verified,Jan-2016,Fully Paid,debt_consolidation,21.83,Jun-1993,13.0,0.0,27449,66.9,27.0,w,Joint App,4.0,0.0
25000, 36 months,7.26,774.91,A,A4,10+ years,MORTGAGE,82000.0,Source Verified,Aug-2015,Fully Paid,debt_consolidation,21.63,Sep-2003,22.0,0.0,22920,51.2,44.0,w,Individual,2.0,0.0
10000, 60 months,16.55,246.12,D,D2,10+ years,MORTGAGE,62008.0,Source Verified,Dec-2015,Fully Paid,credit_card,20.11,May-1992,20.0,1.0,6875,22.1,70.0,w,Individual,0.0,1.0
20000, 60 months,15.61,482.23,D,D1,6 years,RENT,85000.0,Source Verified,Jun-2014,Fully Paid,debt_consolidation,10.77,Jun-1997,6.0,1.0,17793,77.0,17.0,w,Individual,2.0,0.0
4000, 36 months,12.74,134.28,C,C1,,OWN,36400.0,Source Verified,Dec-2016,Fully Paid,credit_card,12.92,Feb-1991,21.0,1.0,6138,18.3,56.0,f,Individual,2.0,1.0
3600, 36 months,12.62,120.65,C,C1,10+ years,RENT,75000.0,Not Verified,Jun-2017,Fully Paid,debt_consolidation,24.59,Aug-2001,12.0,1.0,2078,28.9,29.0,f,Individual,1.0,1.0
19350, 36 months,6.97,597.21,A,A3,1 year,OWN,73000.0,Verified,Jun-2016,Fully Paid,debt_consolidation,33.85,Apr-2002,19.0,0.0,56947,79.0,31.0,f,Individual,2.0,0.0
10400, 36 months,13.99,355.4,C,C3,7 years,OWN,55000.0,Not Verified,Mar-2017,Fully Paid,home_improvement,15.08,Jun-1990,11.0,1.0,5677,32.3,31.0,w,Individual,0.0,1.0
10000, 36 months,11.67,330.57,B,B4,10+ years,MORTGAGE,45000.0,Not Verified,Jul-2014,Fully Paid,credit_card,7.31,Mar-2003,6.0,1.0,10821,65.2,12.0,w,Individual,2.0,1.0
4400, 36 months,16.91,156.68,C,C5,1 year,RENT,48000.0,Not Verified,Aug-2018,Fully Paid,credit_card,18.7,May-2003,7.0,0.0,2470,38.6,13.0,w,Individual,0.0,0.0
4800, 36 months,17.27,171.78,C,C5,,MORTGAGE,35000.0,Verified,Jul-2013,Fully Paid,debt_consolidation,12.24,Jun-1997,11.0,1.0,4490,34.0,19.0,w,Individual,1.0,1.0
14000, 60 months,15.61,337.56,C,C3,3 years,MORTGAGE,160000.0,Source Verified,Nov-2013,Charged Off,credit_card,8.86,Oct-1999,18.0,0.0,47084,47.0,27.0,f,Individual,4.0,0.0
24625, 60 months,21.18,668.69,E,E3,10+ years,RENT,201000.0,Source Verified,Mar-2016,Charged Off,debt_consolidation,22.76,May-2000,7.0,0.0,39991,98.0,14.0,w,Individual,1.0,0.0
8000, 36 months,11.99,265.68,B,B5,< 1 year,RENT,47500.0,Not Verified,Nov-2014,Fully Paid,moving,16.37,Aug-2006,10.0,0.0,1016,30.5,20.0,f,Individual,0.0,0.0
15000, 36 months,7.49,466.53,A,A4,9 years,MORTGAGE,91000.0,Not Verified,Jan-2016,Fully Paid,debt_consolidation,10.02,May-2000,6.0,0.0,10656,60.5,26.0,w,Individual,3.0,0.0
24000, 36 months,11.14,787.33,B,B2,1 year,RENT,150000.0,Verified,Apr-2013,Charged Off,debt_consolidation,18.31,Mar-2001,14.0,0.0,24700,92.5,31.0,w,Individual,0.0,0.0
7500, 36 months,13.24,253.58,D,D3,10+ years,MORTGAGE,117000.0,Not Verified,May-2008,Fully Paid,other,5.78,Sep-1980,23.0,0.0,23611,32.7,42.0,f,Individual,,0.0
21950, 36 months,13.59,745.84,C,C2,10+ years,MORTGAGE,32000.0,Not Verified,Dec-2017,Fully Paid,debt_consolidation,30.01,Dec-1986,8.0,0.0,887,6.4,19.0,w,Joint App,4.0,0.0
24000, 60 months,16.55,590.68,D,D2,8 years,OWN,66000.0,Verified,Jun-2015,Charged Off,debt_consolidation,17.18,Dec-2002,21.0,0.0,27250,99.8,39.0,w,Individual,1.0,0.0
10000, 36 months,12.99,336.9,B,B4,3 years,RENT,50000.0,Not Verified,Oct-2013,Fully Paid,credit_card,23.71,May-2000,10.0,0.0,7891,61.6,12.0,w,Individual,0.0,0.0
36000, 60 months,16.02,875.84,C,C5,< 1 year,MORTGAGE,80000.0,Verified,Jul-2017,Fully Paid,credit_card,41.22,May-2001,23.0,0.0,81661,54.3,59.0,w,Joint App,4.0,0.0
6075, 36 months,14.65,209.56,C,C2,5 years,MORTGAGE,55000.0,Not Verified,Jul-2012,Charged Off,debt_consolidation,22.67,Sep-1995,11.0,0.0,3403,28.1,24.0,f,Individual,1.0,0.0
12000, 36 months,10.75,391.45,B,B4,8 years,RENT,55000.0,Verified,Mar-2016,Fully Paid,debt_consolidation,26.73,Mar-2000,17.0,0.0,14013,59.4,33.0,w,Individual,0.0,0.0
11875, 60 months,16.99,295.07,D,D1,4 years,RENT,45000.0,Source Verified,Jul-2016,Charged Off,debt_consolidation,23.76,May-1992,19.0,1.0,12894,35.8,41.0,w,Individual,0.0,1.0
16000, 36 months,10.49,519.97,B,B3,10+ years,MORTGAGE,75000.0,Source Verified,Dec-2014,Fully Paid,debt_consolidation,10.77,Mar-2000,6.0,0.0,10910,71.3,17.0,f,Individual,0.0,0.0
15000, 60 months,12.99,341.22,C,C1,5 years,MORTGAGE,49000.0,Verified,Sep-2014,Fully Paid,credit_card,7.66,Jul-1998,11.0,1.0,11091,25.1,23.0,f,Individual,2.0,0.0
10000, 36 months,16.99,356.48,D,D1,10+ years,MORTGAGE,55000.0,Verified,Jan-2017,Fully Paid,debt_consolidation,15.27,May-2004,10.0,0.0,7305,80.3,17.0,f,Individual,4.0,0.0
23000, 60 months,12.29,515.0,C,C1,10+ years,MORTGAGE,64000.0,Source Verified,Jul-2015,Fully Paid,credit_card,14.16,Jan-2000,5.0,0.0,46415,92.6,24.0,w,Individual,1.0,0.0
17200, 60 months,16.78,425.44,C,C5,7 years,MORTGAGE,44512.0,Verified,Aug-2013,Fully Paid,debt_consolidation,11.7,Dec-1994,10.0,0.0,15901,89.3,16.0,f,Individual,1.0,0.0
1500, 36 months,9.16,47.82,B,B2,5 years,MORTGAGE,100000.0,Not Verified,Mar-2016,Fully Paid,debt_consolidation,9.56,Sep-1994,8.0,1.0,3312,24.7,19.0,w,Individual,3.0,1.0
15000, 36 months,7.89,469.29,A,A5,10+ years,MORTGAGE,62000.0,Not Verified,Mar-2015,Fully Paid,credit_card,7.45,Mar-1995,19.0,0.0,18178,40.0,57.0,w,Individual,3.0,0.0
8000, 36 months,9.76,257.24,B,B3,1 year,RENT,29120.0,Verified,Dec-2015,Fully Paid,credit_card,23.66,Jul-2010,5.0,0.0,7298,81.1,12.0,w,Individual,0.0,0.0
8000, 36 months,6.03,243.49,A,A1,3 years,MORTGAGE,95500.0,Not Verified,Jul-2014,Fully Paid,debt_consolidation,8.27,Feb-2005,5.0,0.0,4342,14.4,11.0,w,Individual,1.0,0.0
25000, 36 months,6.03,760.89,A,A1,,MORTGAGE,55000.0,Verified,Oct-2014,Fully Paid,debt_consolidation,16.39,Feb-1992,13.0,0.0,69041,19.0,44.0,w,Individual,1.0,0.0
6000, 36 months,7.97,187.94,A,A5,10+ years,MORTGAGE,45000.0,Source Verified,Aug-2017,Fully Paid,credit_card,11.17,Sep-1998,7.0,0.0,4300,61.4,15.0,w,Individual,1.0,0.0
6425, 36 months,17.57,230.9,D,D4,,OWN,14000.0,Verified,Nov-2015,Charged Off,debt_consolidation,20.84,May-2005,11.0,0.0,5576,35.5,16.0,w,Individual,2.0,0.0
17900, 60 months,12.39,401.72,C,C1,1 year,RENT,61600.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,16.95,Apr-2006,13.0,0.0,16847,36.7,19.0,w,Individual,0.0,0.0
27350, 36 months,7.39,849.38,A,A4,10+ years,MORTGAGE,300000.0,Verified,May-2016,Fully Paid,debt_consolidation,11.43,Mar-2001,11.0,0.0,19667,34.3,31.0,w,Individual,5.0,0.0
5000, 36 months,6.49,153.23,A,A2,9 years,MORTGAGE,68000.0,Not Verified,Jan-2015,Fully Paid,car,26.12,Sep-2001,18.0,0.0,31608,45.4,46.0,f,Individual,6.0,0.0
8000, 36 months,11.48,263.74,B,B5,2 years,RENT,27000.0,Source Verified,Jan-2016,Fully Paid,credit_card,21.16,Nov-2011,16.0,0.0,5237,100.7,16.0,w,Individual,0.0,0.0
28000, 36 months,9.17,892.61,B,B2,10+ years,RENT,197500.0,Source Verified,Oct-2015,Fully Paid,debt_consolidation,4.4,Sep-1997,17.0,0.0,17466,38.0,36.0,f,Individual,5.0,0.0
3000, 36 months,11.39,98.78,B,B3,< 1 year,RENT,26000.0,Verified,Nov-2016,Fully Paid,debt_consolidation,14.22,May-2013,4.0,0.0,2018,22.2,5.0,w,Individual,0.0,0.0
25000, 36 months,6.92,771.02,A,A4,10+ years,MORTGAGE,160000.0,Source Verified,May-2015,Fully Paid,credit_card,30.02,Mar-1994,15.0,0.0,45710,45.9,33.0,w,Individual,3.0,0.0
5500, 36 months,18.24,199.51,D,D5,10+ years,MORTGAGE,42000.0,Not Verified,Oct-2014,Fully Paid,debt_consolidation,30.17,Apr-1996,15.0,0.0,1727,23.3,35.0,w,Individual,2.0,0.0
10575, 36 months,17.76,381.04,D,D1,2 years,MORTGAGE,50000.0,Verified,Nov-2013,Charged Off,debt_consolidation,27.22,Nov-1995,10.0,0.0,4286,37.3,17.0,w,Individual,0.0,0.0
14400, 36 months,7.89,450.52,A,A5,10+ years,MORTGAGE,46000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,26.53,Nov-2003,7.0,0.0,3079,65.5,16.0,w,Individual,2.0,0.0
2000, 36 months,11.99,66.42,C,C1,2 years,RENT,35000.0,Source Verified,Apr-2016,Fully Paid,debt_consolidation,12.65,Jun-2006,7.0,0.0,10758,78.5,11.0,w,Individual,0.0,0.0
19000, 36 months,9.99,612.99,B,B3,10+ years,MORTGAGE,50000.0,Source Verified,Oct-2015,Fully Paid,debt_consolidation,21.05,Nov-2000,20.0,0.0,4601,9.0,37.0,f,Individual,1.0,0.0
10000, 36 months,13.11,337.47,B,B4,2 years,MORTGAGE,85000.0,Not Verified,Jan-2013,Fully Paid,debt_consolidation,16.94,Dec-2000,21.0,0.0,3356,57.9,25.0,f,Individual,1.0,0.0
22800, 36 months,10.15,737.3,B,B2,1 year,MORTGAGE,70000.0,Source Verified,Jul-2014,Fully Paid,debt_consolidation,28.46,Jun-2001,11.0,0.0,13925,44.1,27.0,w,Individual,1.0,0.0
10000, 36 months,8.18,314.2,B,B1,4 years,RENT,95000.0,Source Verified,Nov-2015,Fully Paid,credit_card,17.38,Mar-1993,8.0,0.0,20033,68.6,11.0,f,Individual,0.0,0.0
15725, 36 months,18.25,570.48,D,D3,5 years,RENT,34200.0,Verified,Mar-2016,Fully Paid,debt_consolidation,35.02,Jul-2006,13.0,0.0,13067,44.1,26.0,f,Individual,0.0,0.0
5600, 36 months,14.03,191.48,C,C2,7 years,OWN,50000.0,Verified,Jun-2018,Fully Paid,home_improvement,7.15,Nov-2014,8.0,1.0,7499,27.4,8.0,w,Individual,0.0,1.0
7500, 36 months,12.79,251.95,C,C1,2 years,MORTGAGE,27000.0,Source Verified,Sep-2016,Fully Paid,debt_consolidation,14.09,Feb-2010,10.0,0.0,3197,29.1,11.0,f,Individual,2.0,0.0
4200, 36 months,15.88,147.42,C,C4,10+ years,MORTGAGE,42000.0,Not Verified,Jul-2013,Fully Paid,debt_consolidation,25.06,Apr-1992,8.0,0.0,1933,84.0,20.0,w,Individual,4.0,0.0
12000, 36 months,13.18,405.37,C,C3,10+ years,MORTGAGE,90000.0,Verified,Nov-2015,Charged Off,debt_consolidation,15.43,Jul-1999,15.0,1.0,16426,48.2,35.0,w,Individual,7.0,1.0
16000, 36 months,5.32,481.84,A,A1,< 1 year,MORTGAGE,87000.0,Source Verified,Aug-2016,Charged Off,debt_consolidation,3.85,Sep-1999,7.0,0.0,14593,26.6,14.0,w,Individual,4.0,0.0
6000, 36 months,11.99,199.26,C,C1,< 1 year,RENT,24000.0,Source Verified,Feb-2016,Fully Paid,credit_card,9.32,Apr-2010,5.0,0.0,7606,53.9,5.0,w,Individual,0.0,0.0
15000, 60 months,11.47,329.67,B,B5,,RENT,44000.0,Source Verified,Mar-2016,Charged Off,debt_consolidation,5.74,Jun-1982,12.0,0.0,15298,38.7,28.0,w,Individual,4.0,0.0
2000, 36 months,11.49,65.95,B,B4,7 years,MORTGAGE,62000.0,Source Verified,Jul-2010,Charged Off,other,19.61,Nov-2002,9.0,0.0,17377,74.9,18.0,f,Individual,,0.0
14500, 36 months,5.32,436.67,A,A1,2 years,RENT,85000.0,Source Verified,Jan-2016,Fully Paid,credit_card,10.86,Jan-2012,6.0,0.0,13918,66.3,7.0,w,Individual,0.0,0.0
5400, 36 months,9.17,172.15,B,B2,2 years,RENT,39000.0,Not Verified,Oct-2015,Fully Paid,debt_consolidation,11.35,Mar-2002,11.0,0.0,3715,20.1,16.0,w,Individual,0.0,0.0
20000, 36 months,6.03,608.72,A,A1,1 year,MORTGAGE,110000.0,Verified,Apr-2013,Fully Paid,debt_consolidation,8.16,Oct-1997,9.0,0.0,17194,74.1,12.0,w,Individual,1.0,0.0
19425, 60 months,25.89,580.33,G,G3,10+ years,OWN,54000.0,Source Verified,Jun-2014,Fully Paid,debt_consolidation,24.07,Jul-1984,14.0,1.0,13606,53.4,16.0,w,Individual,1.0,1.0
4000, 36 months,13.49,135.73,C,C2,1 year,RENT,30000.0,Source Verified,Feb-2017,Fully Paid,debt_consolidation,9.04,Jan-2009,5.0,0.0,8926,38.8,7.0,w,Individual,0.0,0.0
35000, 60 months,23.5,996.75,F,F1,10+ years,MORTGAGE,80000.0,Verified,Sep-2013,Charged Off,debt_consolidation,11.55,Dec-1988,4.0,0.0,38243,98.6,13.0,f,Individual,2.0,0.0
24000, 36 months,15.8,841.41,C,C3,10+ years,MORTGAGE,70000.0,Verified,Oct-2012,Fully Paid,credit_card,17.04,Jan-1985,12.0,0.0,24091,66.0,34.0,f,Individual,6.0,0.0
21000, 36 months,9.16,669.36,B,B2,10+ years,RENT,77000.0,Not Verified,Feb-2016,Fully Paid,credit_card,28.6,Jul-2002,13.0,0.0,35201,77.5,34.0,f,Individual,0.0,0.0
8000, 36 months,12.29,266.83,C,C1,7 years,RENT,60000.0,Source Verified,Jul-2015,Fully Paid,medical,14.64,Jun-2004,5.0,0.0,4057,76.5,16.0,f,Individual,3.0,0.0
7000, 36 months,13.99,239.21,C,C4,< 1 year,MORTGAGE,33000.0,Not Verified,May-2015,Fully Paid,debt_consolidation,37.45,Apr-1991,15.0,0.0,20645,65.3,26.0,f,Individual,0.0,0.0
4800, 60 months,16.77,118.7,E,E2,3 years,RENT,29750.0,Not Verified,Mar-2011,Fully Paid,debt_consolidation,5.49,Nov-2005,5.0,0.0,2583,64.6,7.0,f,Individual,,0.0
17925, 36 months,12.69,601.3,C,C2,,MORTGAGE,39000.0,Verified,Sep-2015,Fully Paid,debt_consolidation,36.06,Aug-1996,14.0,0.0,49116,69.5,27.0,f,Individual,0.0,0.0
7200, 36 months,8.99,228.93,B,B1,5 years,MORTGAGE,62500.0,Not Verified,Aug-2016,Fully Paid,home_improvement,11.17,Sep-1994,7.0,1.0,770,6.8,22.0,f,Individual,2.0,0.0
20000, 36 months,10.99,654.68,B,B2,2 years,MORTGAGE,93000.0,Verified,Oct-2013,Fully Paid,debt_consolidation,15.59,Aug-2006,10.0,0.0,13726,37.4,15.0,f,Individual,0.0,0.0
12075, 36 months,13.65,410.65,C,C1,< 1 year,OWN,104000.0,Source Verified,Apr-2014,Fully Paid,credit_card,15.5,Aug-2001,10.0,0.0,6532,92.0,16.0,w,Individual,2.0,0.0
29175, 60 months,19.05,757.62,D,D4,< 1 year,MORTGAGE,65000.0,Verified,Nov-2012,Fully Paid,debt_consolidation,25.88,Apr-1998,9.0,0.0,15395,70.3,38.0,f,Individual,9.0,0.0
10025, 36 months,16.14,353.15,C,C4,10+ years,MORTGAGE,72000.0,Not Verified,Jul-2018,Fully Paid,debt_consolidation,10.17,Jan-1997,7.0,0.0,8444,65.5,17.0,w,Individual,0.0,0.0
13500, 60 months,14.33,316.44,C,C1,,MORTGAGE,44300.0,Verified,Mar-2013,Fully Paid,credit_card,20.15,Sep-1976,11.0,0.0,9404,35.4,33.0,f,Individual,4.0,0.0
15000, 36 months,17.57,539.06,D,D4,4 years,MORTGAGE,170000.0,Source Verified,May-2015,Fully Paid,house,5.13,Mar-2004,9.0,0.0,16497,7.4,17.0,f,Individual,1.0,0.0
26000, 60 months,16.99,646.03,D,D3,10+ years,MORTGAGE,115000.0,Source Verified,Nov-2015,Fully Paid,debt_consolidation,22.27,Aug-2002,12.0,0.0,24371,62.7,40.0,w,Individual,5.0,0.0
7500, 36 months,8.18,235.65,B,B1,,RENT,31200.0,Verified,Nov-2015,Fully Paid,credit_card,28.35,Jul-1993,9.0,1.0,4119,34.6,22.0,w,Individual,0.0,0.0
1000, 36 months,18.45,36.38,D,D2,3 years,RENT,65000.0,Not Verified,Apr-2018,Fully Paid,other,30.11,Mar-1999,29.0,1.0,4598,56.8,52.0,w,Individual,0.0,1.0
15000, 36 months,7.69,467.91,A,A4,5 years,RENT,215000.0,Source Verified,Jul-2014,Fully Paid,credit_card,11.51,Aug-2002,15.0,0.0,51012,58.4,26.0,w,Individual,0.0,0.0
16000, 36 months,16.99,570.37,D,D3,3 years,OWN,40000.0,Source Verified,May-2015,Fully Paid,debt_consolidation,38.94,Jul-2010,16.0,0.0,1746,36.4,20.0,f,Individual,0.0,0.0
15000, 36 months,18.75,547.95,D,D3,8 years,RENT,60000.0,Not Verified,Jun-2013,Charged Off,debt_consolidation,22.8,Jun-1994,12.0,0.0,13980,68.9,13.0,w,Individual,0.0,0.0
17000, 36 months,7.9,531.94,A,A4,7 years,MORTGAGE,74000.0,Not Verified,Apr-2014,Fully Paid,debt_consolidation,12.26,Oct-2007,8.0,0.0,9151,31.3,18.0,f,Individual,1.0,0.0
15000, 36 months,16.02,527.51,C,C5,1 year,RENT,75000.0,Source Verified,Oct-2017,Fully Paid,debt_consolidation,17.09,Sep-1999,12.0,0.0,14869,97.8,21.0,w,Individual,0.0,0.0
35000, 36 months,18.24,1269.56,D,D5,2 years,RENT,230000.0,Verified,Jul-2014,Fully Paid,debt_consolidation,15.7,May-2001,10.0,0.0,50159,82.2,18.0,w,Individual,0.0,0.0
10000, 60 months,23.43,284.39,F,F1,10+ years,RENT,25000.0,Source Verified,Nov-2014,Charged Off,debt_consolidation,26.16,May-2002,10.0,0.0,12029,62.3,19.0,w,Individual,0.0,0.0
5500, 36 months,12.62,184.32,C,C1,3 years,RENT,52000.0,Source Verified,Feb-2018,Fully Paid,debt_consolidation,19.05,Oct-2006,20.0,0.0,4247,14.8,27.0,w,Individual,0.0,0.0
6000, 36 months,7.89,187.72,A,A5,2 years,MORTGAGE,175000.0,Not Verified,Aug-2015,Fully Paid,debt_consolidation,19.88,Feb-2003,13.0,0.0,8092,37.1,30.0,w,Individual,2.0,0.0
15000, 60 months,11.53,330.12,B,B5,7 years,RENT,75000.0,Verified,Jul-2015,Fully Paid,debt_consolidation,17.12,Jul-1998,8.0,0.0,19189,50.9,17.0,w,Individual,0.0,0.0
13050, 36 months,6.92,402.47,A,A4,10+ years,MORTGAGE,189000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,16.43,Dec-2000,10.0,0.0,18176,90.9,25.0,w,Individual,8.0,0.0
10800, 60 months,12.99,245.68,C,C2,1 year,MORTGAGE,40320.0,Source Verified,Jun-2016,Fully Paid,debt_consolidation,9.64,Jan-2006,6.0,0.0,6024,75.3,14.0,w,Individual,2.0,0.0
3200, 36 months,9.17,102.02,B,B2,< 1 year,RENT,50000.0,Not Verified,Jul-2015,Fully Paid,debt_consolidation,19.31,Sep-2006,5.0,0.0,563,37.5,26.0,w,Individual,0.0,0.0
10975, 60 months,12.62,247.59,C,C1,5 years,RENT,35000.0,Verified,Jul-2017,Charged Off,debt_consolidation,20.85,Jul-2006,15.0,0.0,18151,33.0,25.0,w,Individual,0.0,0.0
30000, 36 months,16.99,1069.44,D,D1,9 years,RENT,87000.0,Source Verified,Dec-2016,Charged Off,debt_consolidation,10.04,Nov-1998,16.0,0.0,14393,36.2,25.0,f,Individual,0.0,0.0
8875, 36 months,15.8,311.15,C,C3,,RENT,35640.0,Verified,May-2013,Fully Paid,debt_consolidation,17.98,Dec-1995,10.0,1.0,8089,69.7,21.0,f,Individual,0.0,1.0
40000, 60 months,16.01,972.94,C,C5,6 years,MORTGAGE,88000.0,Verified,Apr-2018,Charged Off,debt_consolidation,24.63,May-2003,11.0,0.0,25972,57.1,37.0,w,Joint App,3.0,0.0
6000, 36 months,8.18,188.52,B,B1,9 years,RENT,30000.0,Source Verified,May-2015,Fully Paid,debt_consolidation,14.76,Sep-2000,5.0,0.0,6570,69.2,15.0,f,Individual,0.0,0.0
12000, 60 months,14.08,279.72,C,C3,9 years,RENT,67500.0,Source Verified,Sep-2017,Fully Paid,debt_consolidation,14.71,Nov-2007,5.0,0.0,3351,21.5,7.0,w,Individual,0.0,0.0
3000, 36 months,11.99,99.63,B,B5,,MORTGAGE,90000.0,Source Verified,Jan-2018,Fully Paid,debt_consolidation,2.37,Oct-2014,6.0,0.0,4634,29.1,7.0,w,Individual,2.0,0.0
12000, 60 months,8.18,244.36,B,B1,8 years,RENT,75000.0,Not Verified,Nov-2015,Fully Paid,debt_consolidation,11.76,Jul-2003,10.0,0.0,5881,17.0,22.0,w,Individual,0.0,0.0
20000, 36 months,7.24,619.74,A,A3,1 year,MORTGAGE,135000.0,Source Verified,Mar-2017,Charged Off,debt_consolidation,13.91,Jul-1998,18.0,0.0,30437,44.3,40.0,w,Individual,4.0,0.0
3500, 36 months,15.61,122.38,D,D1,1 year,RENT,78000.0,Verified,Oct-2014,Fully Paid,moving,27.68,Apr-1993,15.0,0.0,15938,42.7,40.0,f,Individual,0.0,0.0
23825, 60 months,18.25,608.25,E,E1,10+ years,MORTGAGE,71000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,14.13,Aug-1975,14.0,1.0,25694,69.3,34.0,f,Individual,4.0,1.0
10000, 60 months,9.17,208.41,B,B2,8 years,MORTGAGE,43000.0,Source Verified,Aug-2015,Fully Paid,credit_card,5.81,May-2003,6.0,0.0,7253,56.2,10.0,w,Individual,2.0,0.0
10000, 36 months,12.12,332.72,B,B3,4 years,MORTGAGE,68808.0,Not Verified,Jan-2013,Fully Paid,debt_consolidation,18.77,Dec-1998,13.0,0.0,11619,67.6,26.0,w,Individual,2.0,0.0
9000, 36 months,19.72,333.19,D,D5,10+ years,MORTGAGE,84877.0,Verified,Apr-2013,Fully Paid,other,29.15,Apr-1994,26.0,0.0,37069,80.6,55.0,f,Individual,4.0,0.0
30000, 60 months,19.72,790.15,D,D5,10+ years,MORTGAGE,99548.0,Verified,Mar-2013,Fully Paid,debt_consolidation,32.14,Aug-1992,12.0,0.0,141895,101.9,28.0,w,Individual,3.0,0.0
17100, 60 months,25.11,503.02,F,F1,1 year,RENT,45000.0,Verified,May-2016,Charged Off,debt_consolidation,11.33,Dec-2001,10.0,0.0,2565,13.9,24.0,w,Individual,0.0,0.0
6500, 36 months,7.26,201.48,A,A4,8 years,RENT,33000.0,Verified,May-2015,Fully Paid,debt_consolidation,6.07,Mar-1977,6.0,1.0,6674,43.3,13.0,w,Individual,0.0,1.0
35000, 36 months,9.99,1129.19,B,B3,4 years,MORTGAGE,164000.0,Verified,May-2015,Fully Paid,home_improvement,18.16,Apr-1991,14.0,0.0,83611,49.9,21.0,w,Individual,4.0,0.0
4800, 36 months,23.99,188.3,E,E2,10+ years,RENT,40000.0,Source Verified,Jun-2016,Fully Paid,other,23.91,Jul-2011,9.0,1.0,3003,28.6,12.0,f,Individual,0.0,1.0
14850, 36 months,11.55,490.05,B,B3,10+ years,MORTGAGE,37000.0,Verified,Sep-2013,Fully Paid,credit_card,16.83,Nov-1994,8.0,0.0,14808,78.3,25.0,f,Individual,5.0,0.0
12000, 36 months,7.21,371.68,A,A3,10+ years,MORTGAGE,120000.0,Source Verified,Jul-2017,Fully Paid,debt_consolidation,9.51,Mar-1992,6.0,0.0,1397,5.8,51.0,w,Individual,4.0,0.0
11200, 36 months,6.68,344.19,A,A3,10+ years,RENT,48000.0,Source Verified,Mar-2015,Fully Paid,credit_card,32.93,Apr-1989,9.0,0.0,42024,73.9,18.0,f,Individual,0.0,0.0
3000, 36 months,14.16,102.77,C,C2,10+ years,MORTGAGE,57000.0,Verified,Apr-2014,Fully Paid,home_improvement,7.33,Sep-1994,6.0,1.0,1146,22.0,25.0,w,Individual,4.0,1.0
14000, 36 months,9.76,450.17,B,B1,7 years,MORTGAGE,57200.0,Not Verified,Apr-2012,Fully Paid,debt_consolidation,14.92,Sep-1985,9.0,0.0,13542,48.8,31.0,f,Individual,4.0,0.0
7500, 36 months,9.17,239.1,B,B2,10+ years,OWN,70000.0,Verified,Nov-2015,Fully Paid,debt_consolidation,24.94,Dec-1999,13.0,0.0,16405,54.1,30.0,w,Individual,3.0,0.0
